datapoint,attr_val,score
9765,1,0.0004619296389885926
9353,1,0.0005450134083178998
4402,1,0.0008012115171636768
6077,1,0.0008487509630662387
6046,1,0.0008672950069299181
4431,1,0.0008828841110835486
1043,1,0.0008872870156719703
3765,1,0.0014164455976910964
2107,1,0.0014607587286007096
1598,1,0.00172485863449286
2405,1,0.0019055026249270852
9302,1,0.00197637691668592
2380,1,0.002235112400317332
4248,1,0.002754177268153839
7778,1,0.0035587188612099647
3701,1,0.004051925963356638
6581,1,0.004153153351812067
299,1,0.004365177725100879
2262,1,0.0049846926221159705
969,1,0.004997753620894397
1883,1,0.005006296595369602
2485,1,0.00503714010521955
4847,1,0.005071429848439249
586,1,0.005099119462394705
8389,1,0.005282968483858282
290,1,0.005308972052615516
2236,1,0.0053138037625829315
7863,1,0.005318577308515232
6428,1,0.005393134466124806
8610,1,0.005516118559591885
990,1,0.005746172645555978
3909,1,0.00578916140861006
4903,1,0.0059378174058702495
7442,1,0.005938740144734857
7890,1,0.005942275042444822
6439,1,0.00599591007206966
3279,1,0.006197922710003915
2276,1,0.006456633964508635
564,1,0.006517357694891935
4225,1,0.006572582671094962
6156,1,0.0066134165857160395
6084,1,0.006751307303743597
6742,1,0.006808916028371761
7347,1,0.007079555019908484
2769,1,0.007220628674278956
2678,1,0.0073928413196829214
1819,1,0.007441060201156252
2720,1,0.0074516957738220676
6254,1,0.007660324038451767
1973,1,0.008185053380782919
697,1,0.008280628714866466
1987,1,0.008343741177662801
4128,1,0.00843518518487091
8885,1,0.00887170299266673
2231,1,0.00898180142111267
4859,1,0.009398780074508437
1944,1,0.00948938111564584
3115,1,0.009493942648521212
1789,1,0.009853267565041944
1557,1,0.009891097759192174
6524,1,0.009907488148946993
1354,1,0.01286510648611976
2008,1,0.012961966519444059
8393,1,0.013825958145348241
62,1,0.014637059011896634
3793,1,0.015095800398632188
4310,1,0.0160740735613148
1080,1,0.016666666666666666
8288,1,0.016666666666666666
6670,1,0.016666666666666666
544,1,0.016666666666666666
7910,1,0.016666666666666666
5791,1,0.016666666666666666
7444,1,0.016666750691498745
1357,1,0.016667502245486413
7539,1,0.016716666666666668
4808,1,0.016726981740699604
5419,1,0.016734756940487268
5191,1,0.016750118012911316
7922,1,0.016774217695697976
7627,1,0.016806566855673086
4006,1,0.01681406533438216
7793,1,0.01684531479596758
9277,1,0.016851924961233482
1149,1,0.01687072330348759
5203,0,0.00015555123468792537
9026,1,0.01687174796425419
1345,0,0.0002589980686967273
8545,1,0.0169028963267344
7015,0,0.0002669039145907473
954,1,0.01691038823238066
6345,0,0.0005695282229267048
3031,0,0.0008007117437722421
5874,1,0.016938362111642343
5475,0,0.0010640196246241203
8429,1,0.0170369548027995
1074,0,0.001086585538125044
7150,1,0.017040199093988774
3359,0,0.0011728946630591445
8206,1,0.01704064594866264
4825,0,0.0013209604566393235
4412,1,0.01716691176825194
5904,0,0.001331206111872298
2121,0,0.0016024535174866904
5192,1,0.01716937068225953
2229,0,0.0016171706043504553
9932,1,0.01725236037038892
9541,0,0.001702062294544176
4413,1,0.017313989989600532
973,0,0.001976471827902068
6701,1,0.01732674120158168
343,0,0.002004617074357152
1110,1,0.017420514177076234
6572,0,0.0020474452234048933
4173,0,0.002252075782110658
9252,1,0.017513053235263986
4089,0,0.003146336892708476
468,1,0.017558890286776794
9409,0,0.0035495653256860204
4375,1,0.017580707791327827
6587,0,0.003853843480623358
9567,1,0.017754308395274816
5618,0,0.003881925703304215
3148,1,0.01779953437513963
7009,0,0.004074276398288146
6402,0,0.005515733259758522
633,1,0.018446453332772738
2655,0,0.005711948363661172
650,1,0.01862396591846228
7413,0,0.005745868124829162
1764,1,0.018718718543369737
1845,0,0.00604776694440445
3289,1,0.018825
4439,0,0.006057097461703725
6161,1,0.018825
1893,0,0.006265347380310144
3210,0,0.006717654785699879
9154,1,0.019008960336950747
2836,0,0.0072084367858329815
3738,1,0.019295096240439805
5872,0,0.008056978631236791
2289,1,0.019326692480596742
1376,0,0.008105824306265842
9057,1,0.02017229542189757
2653,0,0.008231552082076807
3212,1,0.020199274152589358
504,0,0.008281866698261338
4597,1,0.020337010174729924
3434,0,0.008315684348368024
8107,0,0.008335501802753501
3763,1,0.020373665480427048
8386,0,0.008575923094131922
6977,1,0.020684297952344444
2243,0,0.008610899742128048
5417,1,0.020828168019491708
949,0,0.008623926046590277
5813,1,0.02083702453985473
1371,0,0.009215293606783387
2146,1,0.02098284631798259
1350,0,0.009278832216123916
3208,0,0.009311956655284757
6775,1,0.021503324411105192
639,0,0.009490962174915754
2278,1,0.02174118261012077
9819,0,0.009622920503302664
6143,1,0.022640732478778555
2248,0,0.010724288171208305
8040,1,0.02275618890202241
3482,0,0.011626008303677344
8062,1,0.023323193009544618
787,0,0.012599126596928065
3789,1,0.023439318666115268
8820,0,0.013609055599882262
7598,0,0.015197612685217746
1525,1,0.023484492187981484
4264,0,0.01568620543293718
2370,1,0.02549148397414032
3677,0,0.01667954819242852
2643,1,0.02782316734882454
4164,0,0.016716666666666668
2798,1,0.027841912081693933
4355,0,0.01672606349836871
9685,1,0.032409087943805766
5565,0,0.016729898746431472
8646,1,0.03333333333333333
7930,0,0.0167720198439494
6332,0,0.016814330876649648
8352,1,0.03335552350201764
3819,0,0.016836913379978828
657,1,0.03335854559197423
383,0,0.01691029314393631
2831,1,0.03338093399194999
2309,0,0.016914309431463926
2233,1,0.03340335314008268
2460,0,0.017032721634311722
7252,1,0.033417742426403385
7466,0,0.017095075278231092
6080,1,0.03349496106715035
6523,0,0.017247060564264127
7410,0,0.017283243900590738
2730,1,0.033572957653228534
7646,0,0.01731575372707847
4321,1,0.03376698704219379
4585,0,0.017531951491613202
6794,1,0.033793102053004224
2907,0,0.017541082262830746
2456,1,0.03380846306368501
3708,0,0.017727918717367248
5732,1,0.0338642502701297
5310,0,0.017912261498876342
5995,1,0.03387529192682539
4165,0,0.017912287835539158
5142,0,0.017925979969919605
7985,1,0.03393349507010593
5342,0,0.017961866786684134
9365,1,0.03404626064524404
7586,0,0.018301273344651956
6698,1,0.034354370803442114
6328,0,0.018425630205521955
2845,1,0.034433394164975366
6021,0,0.01849943139409654
2125,1,0.03457874339290541
5140,0,0.01851155527097564
4007,1,0.03462924977966369
3357,0,0.018953475599425233
8463,0,0.019383027136393248
1460,1,0.034767577824738716
3420,0,0.01939987782876873
3281,1,0.03494044901981693
3982,0,0.019516173598082942
169,1,0.0350172802578772
6182,0,0.020045171518807657
1885,1,0.0351308579013942
3508,0,0.02013775004844309
6625,1,0.035224064296856136
2360,0,0.02036074097682221
1131,1,0.035654666073913835
6823,0,0.020984876037676285
1237,1,0.035735573465809016
1009,0,0.02136227632983411
970,0,0.021721197880998102
2727,1,0.03592151244942862
2244,0,0.022629326599457548
613,1,0.03608297951073424
9488,0,0.0231242775373318
5215,1,0.03659289794743463
9726,0,0.025046086447136226
148,1,0.03668438499478375
597,0,0.026036054445627062
532,1,0.03680209309189335
2113,0,0.0263477145258858
4705,1,0.03721055675948354
142,0,0.027061972001221183
2522,1,0.037303754683803585
1485,0,0.02708746893533188
763,0,0.02728749406783514
4689,1,0.03800462951682027
4207,0,0.02798407472114256
3820,1,0.0382128202733909
4595,0,0.029435590542131136
1822,1,0.03922450605617734
2906,0,0.03209586231456064
1195,1,0.039668779341304715
6907,0,0.03333333333333333
2111,1,0.04010035556804726
6076,0,0.03333333333333333
4908,1,0.040376414574346084
1025,0,0.03333333333333333
4265,1,0.043496067018058485
1257,0,0.03333343429796716
2677,0,0.033340446657381784
3747,1,0.04355036515585743
5767,0,0.03345005431156445
441,1,0.045549492556230815
2918,0,0.033505440062267605
2935,1,0.05000003400601832
1154,0,0.03361451752936387
53,1,0.05003909701375514
6179,0,0.0336610284002713
4485,1,0.050075
1295,0,0.033717181991928614
7510,1,0.05009350481564778
5343,0,0.034045272816286776
7944,1,0.05009828999736511
5273,0,0.034168312312318636
3388,1,0.05012186572417757
5659,0,0.03422106892811939
2237,1,0.05014789186190042
3342,0,0.034283529070471525
4656,0,0.03449852300976518
7765,1,0.050153870320771336
1751,0,0.03459975279053893
5415,1,0.050166067819077335
7928,0,0.0347923057763752
8159,1,0.0502400497599988
3207,0,0.035206276583766814
9895,1,0.050272249627307315
604,0,0.03535918743431026
1888,1,0.05031666779151345
4647,0,0.03538915450511545
5621,1,0.05034490745696346
5788,0,0.03554678884101905
133,1,0.050365958197709074
3946,0,0.035840951981027824
1891,1,0.05067266503652573
3634,0,0.035912280777832206
6097,1,0.05094111875340954
4853,0,0.036274197099725417
5461,1,0.051076532118367206
1829,0,0.03643863151739207
5970,0,0.036745222396808726
7932,1,0.05115693829066982
518,0,0.037201022799739115
2014,1,0.051275457653020884
1916,0,0.037404341820172236
9187,1,0.051557563527773236
1559,0,0.03762907316739095
1779,1,0.05156689715491125
7780,0,0.037829019544394514
8179,1,0.051780546309297966
997,0,0.03820663112803846
2996,1,0.05252746160825717
1487,0,0.038824107660704266
1368,1,0.053444048013182185
5743,0,0.03950014474144576
204,1,0.05355748193753872
5341,0,0.03974376986082004
1254,1,0.05425815094505188
24,0,0.039849232560976215
5877,1,0.05457765189252437
275,0,0.04161687017045455
2011,1,0.05473982459094545
1755,0,0.04260063238472096
156,1,0.055458160532123636
4911,0,0.04300182457324877
1052,1,0.05629092276388558
8652,0,0.04449575515171834
3075,1,0.05707677403022692
1692,0,0.047784074733096094
3089,1,0.057504999344303476
4773,0,0.0500109742436513
1872,1,0.059239919506934566
647,0,0.05004872709250642
5118,1,0.060141329813395185
5149,0,0.050068716566864485
3453,1,0.061193485974267575
7141,0,0.05012633925178949
2097,1,0.06666666666666668
5272,0,0.0502328012637303
4486,0,0.050239872103297965
4254,1,0.06678333009268261
839,0,0.050244659146509336
6551,1,0.06703505874495644
5840,0,0.05030212483749883
4740,1,0.06708702920741977
2122,1,0.06716693292448278
1812,0,0.05038498426319095
3849,1,0.06747264190290002
3990,0,0.050960646749489386
5356,1,0.06752219845745026
2163,0,0.05190262562621992
6250,1,0.06772034039339121
964,0,0.05248543898924568
3494,1,0.06774563521802776
2973,0,0.052601098408819366
3146,1,0.06853665488651094
3459,0,0.05293329675637851
5387,1,0.06873198743739935
2241,0,0.05372579545385249
2576,1,0.06901049008717051
2951,0,0.054644319790259965
2837,1,0.06945787245127456
1429,0,0.0574645177624584
4229,1,0.07044158264996417
3493,0,0.06674431794591976
7215,1,0.07152765074810426
5812,0,0.066949531075526
1088,1,0.07253816429969558
9851,0,0.0672099123499428
1951,1,0.07530417937083927
921,0,0.06863196270004641
7756,1,0.07574850752191026
809,1,0.07792197508896798
3340,0,0.07175779881575338
1314,1,0.0793073052861315
2408,0,0.07201928982879062
4709,1,0.08335858178033446
1675,0,0.07355746541135727
4704,1,0.08405062633192488
3539,1,0.08445838036929804
8327,0,0.0834111089506773
265,1,0.08479063436061607
9874,0,0.08345871297959626
6798,1,0.08637229142848822
4526,1,0.08656040115083045
4178,0,0.08748861638496377
2003,1,0.08771281398936524
437,1,0.08785988914762337
4293,1,0.10147943544325487
2507,1,0.13957506264667852
